index,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
fowlktr01,Tremaine Fowlkes,2002,2005,F,6-8,220,"April 11, 1976","California, Fresno State"
foxde01,De'Aaron Fox,2018,2020,G,6-3,185,"December 20, 1997",Kentucky
foxha01,Harold Fox,1973,1973,G,6-2,175,"August 29, 1949",Jacksonville University
foxji01,Jim Fox,1968,1977,C-F,6-10,230,"April 7, 1943",South Carolina
foxri01,Rick Fox,1992,2004,F-G,6-7,230,"July 24, 1969",UNC
foyera01,Randy Foye,2007,2017,G,6-4,213,"September 24, 1983",Villanova
foylead01,Adonal Foyle,1998,2009,C,6-10,250,"March 9, 1975",Colgate
frahmri01,Richie Frahm,2004,2008,G,6-5,210,"August 14, 1977",Gonzaga
francst01,Steve Francis,2000,2008,G,6-3,195,"February 21, 1977",Maryland
frankte01,Tellis Frank,1988,1994,F-C,6-10,225,"April 26, 1965",Western Kentucky
frankna01,Nat Frankel,1947,1947,F-G,6-0,195,"November 3, 1913",Brooklyn College
frankja01,Jamaal Franklin,2014,2015,G,6-5,191,"July 21, 1991",San Diego State
frankwi01,William Franklin,1973,1976,F,6-7,220,"October 19, 1949",Purdue
franzro01,Ronald Franz,1968,1973,F,6-7,205,"October 20, 1945",Kansas
frazime01,Melvin Frazier,2019,2020,G,6-5,200,"August 30, 1996",Tulane
frazimi01,Michael Frazier,2020,2020,G,6-3,200,"March 8, 1994",Florida
fraziti01,Tim Frazier,2015,2020,G,6-0,170,"November 1, 1990",Penn State
fraziwa01,Walt Frazier*,1968,1980,G,6-4,200,"March 29, 1945",Southern Illinois
fraziwi01,Will Frazier,1966,1969,C-F,6-7,210,"August 24, 1942",Grambling State University
fredean01,Anthony Frederick,1989,1992,F,6-7,205,"December 7, 1964",Pepperdine
fredeji01,Jimmer Fredette,2012,2019,G,6-2,195,"February 25, 1989",BYU
freewo01,World B. Free,1976,1988,G,6-2,185,"December 9, 1953",Guilford College
freeljo01,Joel Freeland,2013,2015,F-C,6-10,250,"February 7, 1987",
freemdo01,Donnie Freeman,1968,1976,G,6-3,185,"July 18, 1944",Illinois
freemga01,Gary Freeman,1971,1971,F,6-9,210,"July 25, 1948",Oregon State
freemro01,Rod Freeman,1974,1974,F,6-7,225,"November 5, 1950",Vanderbilt
freijma01,Matt Freije,2005,2007,F,6-10,240,"October 2, 1981",Vanderbilt
freyfr01,Frido Frey,1947,1947,F,6-2,195,"October 26, 1921",Long Island University
frienla01,Larry Friend,1958,1958,G-F,6-4,185,"April 14, 1935",California
frinkpa01,Pat Frink,1969,1969,G,6-4,195,"February 18, 1945",Colorado
fritsji01,Jim Fritsche,1954,1955,F-C,6-8,210,"December 10, 1931",Hamline University
fryech01,Channing Frye,2006,2019,C-F,7-0,255,"May 17, 1983",Arizona
fryerbe01,Bernie Fryer,1974,1975,G,6-3,185,"December 25, 1949",BYU
fucarfr01,Frank Fucarino,1947,1947,F,6-2,175,"July 24, 1920",Long Island University
fuetshe01,Herm Fuetsch,1948,1948,G,6-0,170,"July 6, 1918",
fulksjo01,Joe Fulks*,1947,1954,F-C,6-5,190,"October 26, 1921",Murray State
fulleca01,Carl Fuller,1971,1972,C,6-9,225,"January 10, 1946",Bethune-Cookman College
fullehi01,Hiram Fuller,2004,2004,F,6-9,240,"May 15, 1981",Fresno State
fulleto02,Todd Fuller,1997,2001,C,6-11,255,"July 25, 1974",NC State
fulleto01,Tony Fuller,1981,1981,G,6-4,180,"September 4, 1958",Pepperdine
fultzma01,Markelle Fultz,2018,2020,G,6-3,200,"May 29, 1998",Washington
fundela01,Lawrence Funderburke,1998,2005,F,6-9,230,"December 15, 1970","Indiana, Ohio State"
furlote01,Terry Furlow,1977,1980,G-F,6-4,190,"October 18, 1954",Michigan State
gaborbi01,Bill Gabor,1950,1955,G-F,5-11,170,"May 13, 1922",Syracuse
gabriwe01,Wenyen Gabriel,2020,2020,F,6-9,220,"March 26, 1997",Kentucky
gadzuda01,Dan Gadzuric,2003,2012,C,6-11,240,"February 2, 1978",UCLA
gaffoda01,Daniel Gafford,2020,2020,F,6-10,234,"October 1, 1998",Arkansas
gaide01,Deng Gai,2006,2006,F,6-9,250,"March 22, 1982",Fairfield
gaineel01,Elmer Gainer,1948,1950,F-C,6-6,195,"November 22, 1918",DePaul
gainebi01,Bill Gaines,1969,1969,G,6-4,185,"March 10, 1946",East Texas State University
gaineco01,Corey Gaines,1989,1995,G,6-3,195,"June 1, 1965","UCLA, Loyola Marymount University"
gaineda01,David Gaines,1968,1968,G,6-1,170,"February 27, 1942",LeMoyne-Owen College
gainere01,Reece Gaines,2004,2006,G,6-6,205,"January 7, 1981",Louisville
gainesu01,Sundiata Gaines,2010,2012,G,6-1,185,"April 18, 1986",Georgia
galemi01,Mike Gale,1972,1982,G,6-4,185,"July 18, 1950",Elizabeth City State University
gallach01,Chad Gallagher,1994,1994,C,6-10,255,"May 30, 1969",Creighton
gallaha01,Harry Gallatin*,1949,1958,F-C,6-6,210,"April 26, 1927",Truman State University
gillege01,Gene Gallette,1947,1947,F,6-2,205,"February 22, 1919",
gallida01,Danilo Gallinari,2009,2020,F,6-10,233,"August 8, 1988",
gallola01,Langston Galloway,2015,2020,G,6-1,200,"December 9, 1991",Saint Joseph's
gambeda01,Dave Gambee,1959,1970,F,6-6,215,"April 16, 1937",Oregon State
gamblke01,Kevin Gamble,1988,1997,F-G,6-5,210,"November 13, 1965",Iowa
ganttbo01,Bob Gantt,1947,1947,F-C,6-4,205,"June 22, 1922",Duke
garbajo01,Jorge Garbajosa,2007,2008,F,6-9,245,"December 19, 1977",
garceru01,Rubén Garcés,2001,2001,F,6-9,245,"October 17, 1973",Providence
garcial01,Alex Garcia,2004,2005,G,6-3,220,"March 4, 1980",
garcifr01,Francisco García,2006,2015,F-G,6-7,195,"December 31, 1981",Louisville
gardnch01,Chuck Gardner,1968,1968,F,6-8,205,"September 30, 1944",Colorado
gardnea01,Earl Gardner,1949,1949,F,6-3,195,"September 18, 1923",DePauw University
gardnke01,Kenneth Gardner,1976,1976,F,6-5,205,"September 27, 1949",Utah
gardnth01,Thomas Gardner,2008,2009,G,6-5,225,"February 8, 1985",Missouri
gardnve01,Vern Gardner,1950,1952,F-C,6-5,200,"May 14, 1925",Utah
garfija01,Jack Garfinkel,1947,1949,G,6-0,190,"June 13, 1918",St. John's
garinpa01,Patricio Garino,2017,2017,G-F,6-6,210,"May 17, 1993",George Washington
garlada01,Darius Garland,2020,2020,G,6-1,175,"January 26, 2000",Vanderbilt
garlaga01,Gary Garland,1980,1980,G,6-4,180,"October 12, 1957",DePaul
garlawi01,Winston Garland,1988,1995,G,6-2,170,"December 19, 1964",Missouri State University
garmadi01,Dick Garmaker,1956,1961,G-F,6-3,200,"October 29, 1932",Minnesota
garnebi01,Bill Garner,1968,1968,C,6-10,220,"June 17, 1940",University of Portland
garnech01,Chris Garner,1998,2001,G,5-10,156,"February 2, 1975",Memphis
garnebi02,Bill Garnett,1983,1986,F,6-9,225,"April 22, 1960",Wyoming
garneke01,Kevin Garnett,1996,2016,F-C,6-11,240,"May 19, 1976",
garnema01,Marlon Garnett,1999,1999,G,6-2,186,"July 3, 1975",Santa Clara
garrebi01,Billy Garrett,2019,2019,G,6-6,213,"October 16, 1994",DePaul
garreca01,Calvin Garrett,1981,1984,F,6-7,190,"July 11, 1956","Austin Peay State University, Oral Roberts"
garrede01,Dean Garrett,1997,2002,C,6-10,225,"November 27, 1966",Indiana
garredi02,Diante Garrett,2013,2014,G,6-4,190,"November 3, 1988",Iowa State
garredi01,Dick Garrett,1970,1974,G,6-3,185,"January 31, 1947",Southern Illinois
garrero01,Rowland Garrett,1973,1977,F,6-6,210,"July 16, 1950",Florida State
garrito01,Tom Garrick,1989,1992,G,6-2,185,"July 7, 1966",Rhode Island
garrijo01,John Garris,1984,1984,F,6-8,205,"June 6, 1959","Michigan, Boston College"
garriki01,Kiwane Garris,1998,2000,G,6-2,183,"September 24, 1974",Illinois
garripa01,Pat Garrity,1999,2008,F,6-9,238,"August 23, 1976",Notre Dame
garviji01,Jim Garvin,1974,1974,F,6-7,200,"February 5, 1950",Boston University
gasolma01,Marc Gasol,2009,2020,C,6-11,255,"January 29, 1985",
gasolpa01,Pau Gasol,2002,2019,F-C,7-0,250,"July 6, 1980",
gatesfr01,Frank Gates,1950,1950,G,6-0,160,"April 12, 1920",Sam Houston State University
gatlich01,Chris Gatling,1992,2002,F-C,6-10,220,"September 3, 1967",Old Dominion
gattike01,Kenny Gattison,1987,1996,F-C,6-8,225,"May 23, 1964",Old Dominion
gayru01,Rudy Gay,2007,2020,F,6-8,230,"August 17, 1986",UConn
gaydaed01,Ed Gayda,1951,1951,G-F,6-4,210,"May 16, 1927",Washington State
gazean01,Andrew Gaze,1994,1999,G,6-7,205,"July 24, 1965",Seton Hall
gbinimi01,Michael Gbinije,2017,2017,G,6-7,200,"June 5, 1992","Duke, Syracuse"
gearyre01,Reggie Geary,1997,1998,G,6-2,187,"August 31, 1973",Arizona
geeal01,Alonzo Gee,2010,2017,G,6-6,225,"May 29, 1987",Alabama
geigema01,Matt Geiger,1993,2002,C,7-0,243,"September 10, 1969","Auburn, Georgia Tech"
gelabmi01,Mickaël Gelabale,2007,2013,F,6-7,215,"May 22, 1983",
georgde01,Devean George,2000,2010,G-F,6-8,220,"August 29, 1977",Augsburg College
georgja01,Jack George,1954,1961,G,6-2,190,"November 13, 1928",La Salle
georgpa01,Paul George,2011,2020,F,6-8,220,"May 2, 1990",Fresno State
georgta01,Tate George,1991,1995,G,6-5,190,"May 29, 1968",UConn
georgma01,Marcus Georges-Hunt,2017,2018,G,6-5,216,"March 28, 1994",Georgia Tech
gerargu01,Gus Gerard,1975,1981,F-G,6-8,200,"July 27, 1953",Virginia
gervide01,Derrick Gervin,1990,1991,F,6-8,200,"March 28, 1963",University of Texas at San Antonio
gervige01,George Gervin*,1973,1986,G-F,6-7,180,"April 27, 1952",Eastern Michigan
getchgo01,Gorham Getchell,1947,1947,C,6-4,205,"August 14, 1920",Temple
gianejo01,John Gianelli,1973,1980,C-F,6-10,220,"June 10, 1950",University of the Pacific
gibbsdi01,Dick Gibbs,1972,1976,F-G,6-5,210,"December 20, 1948",Texas-El Paso
gibsoda01,Daniel Gibson,2007,2013,G,6-2,190,"February 27, 1986",Texas
gibsode01,Dee Gibson,1950,1950,F-G,5-11,175,"August 25, 1923",Western Kentucky
gibsoho01,Hoot Gibson,1950,1950,F-C,6-5,198,"December 5, 1921",Creighton
gibsojo01,Jonathan Gibson,2017,2018,G,6-2,185,"November 8, 1987",New Mexico State
gibsome01,Mel Gibson,1964,1964,G,6-3,180,"December 30, 1940",Western Carolina University
gibsomi01,Mike Gibson,1984,1986,F,6-10,205,"October 27, 1960",USC Upstate
gibsota01,Taj Gibson,2010,2020,F,6-9,225,"June 24, 1985",USC
giddejr01,J.R. Giddens,2009,2010,G,6-5,215,"February 13, 1985","Kansas, New Mexico"
gildetr01,Trey Gilder,2010,2010,F,6-9,185,"January 24, 1985","McNeese State University, Northwestern State University"
gilesha01,Harry Giles,2019,2020,F-C,6-11,240,"April 22, 1998",Duke
gilgesh01,Shai Gilgeous-Alexander,2019,2020,G,6-5,181,"July 12, 1998",Kentucky
gilled01,Eddie Gill,2001,2009,G,6-0,190,"August 16, 1978",Weber State
gillke01,Kendall Gill,1991,2005,G,6-5,195,"May 25, 1968",Illinois
gillebe01,Ben Gillery,1989,1989,C,7-0,235,"September 19, 1965",Georgetown
gilleja01,Jack Gillespie,1970,1970,F,6-6,215,"October 1, 1947",Montana State
gilliar01,Armen Gilliam,1988,2000,F-C,6-9,230,"May 28, 1964",UNLV
gillihe01,Herm Gilliam,1970,1977,G-F,6-3,190,"May 5, 1946",Purdue
gilmoar01,Artis Gilmore*,1972,1988,C,7-2,240,"September 21, 1949","Gardner-Webb University, Jacksonville University"
gilmowa01,Walt Gilmore,1971,1971,F,6-6,225,"February 27, 1947",Fort Valley State University
gilmuch01,Chuck Gilmur,1947,1951,F-C,6-4,225,"August 13, 1922",Washington
ginobma01,Manu Ginóbili,2003,2018,G,6-6,205,"July 28, 1977",
giricgo01,Gordan Giriček,2003,2008,G-F,6-6,210,"June 20, 1977",
givenja01,Jack Givens,1979,1980,F-G,6-5,205,"September 21, 1956",Kentucky
gladnmi01,Mickell Gladness,2012,2012,C,6-11,220,"July 26, 1986",Alabama A&M University
glamage01,George Glamack,1949,1949,C-F,6-6,225,"June 7, 1918",UNC
glassge01,Gerald Glass,1991,1996,G-F,6-5,221,"November 12, 1967","Delta State University, Ole Miss"
glennmi01,Mike Glenn,1978,1987,G,6-2,175,"September 10, 1955",Southern Illinois
glickno01,Normie Glick,1950,1950,F,6-7,190,"November 10, 1927",Loyola Marymount University
gloucge01,Georgi Glouchkov,1986,1986,F,6-8,235,"January 10, 1960",
glovecl01,Clarence Glover,1972,1972,F,6-8,210,"November 1, 1947",Western Kentucky
glovedi01,Dion Glover,2000,2005,G,6-5,228,"October 22, 1978",Georgia Tech
glynian01,Andreas Glyniadakis,2007,2007,C,7-1,280,"August 21, 1981",
gminsmi01,Mike Gminski,1981,1994,C,6-11,250,"August 3, 1959",Duke
goberru01,Rudy Gobert,2014,2020,C,7-1,245,"June 26, 1992",
godfrda01,Dan Godfread,1991,1992,C,6-10,250,"June 14, 1967",University of Evansville
golato01,Tom Gola*,1956,1966,G-F,6-6,205,"January 13, 1933",La Salle
goldfbe01,Ben Goldfaden,1947,1947,F,6-1,185,"September 6, 1913",George Washington
goldwan01,Anthony Goldwire,1996,2006,G,6-1,182,"September 6, 1971",Houston
gomesry01,Ryan Gomes,2006,2014,F,6-7,250,"September 1, 1982",Providence
gondrgl01,Glen Gondrezick,1978,1983,F-G,6-6,218,"August 30, 1955",UNLV
gondrgr01,Grant Gondrezick,1987,1989,G,6-5,205,"January 19, 1963",Pepperdine
goodedr01,Drew Gooden,2003,2016,F,6-10,250,"September 24, 1981",Kansas
goodrga01,Gail Goodrich*,1966,1979,G,6-1,170,"April 23, 1943",UCLA
goodrst01,Steve Goodrich,2001,2002,F,6-10,220,"March 18, 1976",Princeton
goodwar01,Archie Goodwin,2014,2017,G,6-5,200,"August 17, 1994",Kentucky
goodwbr01,Brandon Goodwin,2019,2020,G,6-0,180,"October 2, 1995","Central Florida, Florida Gulf Coast"
goodwpo01,Pop Goodwin,1947,1948,F-C,6-2,203,"December 22, 1920",
gordoaa01,Aaron Gordon,2015,2020,F,6-8,220,"September 16, 1995",Arizona
gordobe01,Ben Gordon,2005,2015,G,6-3,200,"April 4, 1983",UConn
gordodr01,Drew Gordon,2015,2015,F,6-9,245,"July 12, 1990","UCLA, New Mexico"
gordoer01,Eric Gordon,2009,2020,G,6-3,215,"December 25, 1988",Indiana
gordola01,Lancaster Gordon,1985,1988,G,6-3,185,"June 24, 1962",Louisville
gordopa01,Paul Gordon,1950,1950,F,6-3,185,"April 8, 1927",Notre Dame
gortama01,Marcin Gortat,2008,2019,C-F,6-11,240,"February 17, 1984",
gottlle01,Leo Gottlieb,1947,1948,G,5-11,180,"November 28, 1920",
goudean01,Andrew Goudelock,2012,2016,G,6-3,200,"December 7, 1988",College of Charleston
govange01,Gerald Govan,1968,1976,F-C,6-10,220,"January 2, 1942",Saint Mary of the Plains College
govedba01,Bato Govedarica,1954,1954,G,5-11,185,"April 17, 1928",DePaul
grabojo01,Joe Graboski,1949,1962,F-C,6-7,195,"January 15, 1930",
graceri01,Ricky Grace,1994,1994,G,6-1,180,"August 20, 1967","Midland College, Oklahoma"
grahaca01,Calvin Graham,1968,1968,G,6-2,195,"June 7, 1944",Gannon University
grahade01,Devonte' Graham,2019,2020,G,6-1,185,"February 22, 1995",Kansas
grahagr01,Greg Graham,1994,1998,G,6-4,174,"November 26, 1970",Indiana
grahajo01,Joey Graham,2006,2011,F,6-7,225,"June 11, 1982","Central Florida, Oklahoma State"
grahama01,Mal Graham,1968,1969,G,6-1,185,"February 23, 1945",NYU
grahaor01,Orlando Graham,1989,1989,F,6-8,220,"May 5, 1965","West Texas A&M University, Auburn University at Montgomery"
grahapa01,Paul Graham,1992,1994,F-G,6-6,200,"November 28, 1967",Ohio University
grahast01,Stephen Graham,2006,2011,G,6-6,215,"June 11, 1982","Central Florida, Oklahoma State"
grahatr01,Treveon Graham,2017,2020,G,6-5,223,"October 28, 1993",Virginia Commonwealth
grandji01,Jim Grandholm,1991,1991,F-C,7-0,235,"October 4, 1960","Florida, South Florida"
grandro01,Ron Grandison,1989,1996,F,6-6,215,"July 9, 1964","University of California, Irvine, New Orleans"
grangda01,Danny Granger,2006,2015,F,6-9,222,"April 20, 1983","Bradley, New Mexico"
grangst01,Stewart Granger,1984,1987,G,6-3,190,"October 27, 1961",Villanova
grantbr01,Brian Grant,1995,2006,F,6-9,254,"March 5, 1972",Xavier
grantbu01,Bud Grant,1950,1951,F,6-3,195,"May 20, 1927",Minnesota
grantga01,Gary Grant,1989,2001,G,6-3,185,"April 21, 1965",Michigan
grantgr01,Greg Grant,1990,1996,G,5-7,140,"August 29, 1966",Trenton State University
grantha01,Harvey Grant,1989,1999,F,6-8,195,"July 4, 1965","Clemson, Oklahoma"
grantho01,Horace Grant,1988,2004,F-C,6-10,215,"July 4, 1965",Clemson
grantje01,Jerami Grant,2015,2020,F,6-8,214,"March 12, 1994",Syracuse
grantje02,Jerian Grant,2016,2019,G,6-4,205,"October 9, 1992",Notre Dame
grantjo01,Josh Grant,1994,1994,F,6-9,223,"August 7, 1967",Utah
grantpa01,Paul Grant,1999,2004,C,7-0,245,"January 6, 1974","Boston College, Wisconsin"
granttr01,Travis Grant,1973,1976,F,6-7,215,"January 1, 1950",Kentucky State University
grantdo01,Donte Grantham,2019,2019,F,6-8,215,"March 19, 1995",Clemson
gratedo01,Don Grate,1950,1950,F-G,6-2,185,"August 27, 1923",Ohio State
gravebu01,Butch Graves,1985,1985,G,6-3,200,"January 5, 1962",Yale
grayaa01,Aaron Gray,2008,2014,C,7-0,270,"December 7, 1984",Pitt
grayde01,Devin Gray,1997,2000,F,6-7,240,"May 31, 1972",Clemson
grayed01,Ed Gray,1998,1999,G,6-3,210,"September 27, 1975","Tennessee, California"
grayev01,Evric Gray,1997,1997,F,6-7,235,"December 13, 1969",UNLV
grayga01,Gary Gray,1968,1968,G,6-1,185,"February 23, 1945",Oklahoma City University
grayjo01,Josh Gray,2018,2020,G,6-0,180,"September 9, 1993",LSU
grayle01,Leonard Gray,1975,1977,F,6-8,240,"December 19, 1951",Cal State Long Beach
grayst01,Stuart Gray,1985,1991,C-F,7-0,235,"May 27, 1963",UCLA
graysy01,Sylvester Gray,1989,1989,F,6-6,230,"July 8, 1967",Memphis
graywy01,Wyndol Gray,1947,1948,G-F,6-1,175,"March 20, 1922",Harvard University
grayeje01,Jeff Grayer,1989,1998,F-G,6-5,200,"December 17, 1965",Iowa State
greacbo01,Bob Greacen,1970,1972,F,6-7,206,"September 15, 1947",Rutgers University
greenac01,A.C. Green,1986,2001,F-C,6-9,220,"October 4, 1963",Oregon State
greenda02,Danny Green,2010,2020,G-F,6-6,215,"June 22, 1987",UNC
greende01,Devin Green,2006,2006,G,6-7,210,"October 25, 1982",Hampton
greendr01,Draymond Green,2013,2020,F,6-6,230,"March 4, 1990",Michigan State
greener01,Erick Green,2015,2016,G,6-4,185,"May 9, 1991",Virginia Tech
greenge01,Gerald Green,2006,2019,G-F,6-6,205,"January 26, 1986",
greenja01,JaMychal Green,2015,2020,F,6-8,227,"June 21, 1990",Alabama
greenja02,Javonte Green,2020,2020,F,6-4,220,"July 23, 1993",Radford
greenje02,Jeff Green,2008,2020,F,6-8,235,"August 28, 1986",Georgetown
greenjo01,Johnny Green,1960,1973,F-C,6-5,200,"December 8, 1933",Michigan State
greenke01,Ken Green,1986,1986,F,6-8,215,"September 19, 1959",University of Texas-Pan American
greenke02,Kenny Green,1986,1987,F,6-6,210,"October 11, 1964",Wake Forest
greenla01,Lamar Green,1970,1975,F-C,6-7,210,"March 22, 1947",Morehead State University
greenli01,Litterial Green,1993,1999,G,6-1,185,"March 7, 1970",Georgia
greenlu01,Luther Green,1970,1973,F,6-7,190,"November 13, 1946",Long Island University
greenmi01,Mike Green,1974,1980,C-F,6-10,200,"August 6, 1951",Louisiana Tech
greenri01,Rickey Green,1978,1992,G,6-0,170,"August 18, 1954",Michigan
greense01,Sean Green,1992,1994,G-F,6-5,210,"February 2, 1970","NC State, Iona College"
greensi01,Si Green,1957,1966,G-F,6-2,185,"August 20, 1933",Duquesne
greensi02,Sidney Green,1984,1993,F-C,6-9,220,"January 4, 1961",UNLV
greenst01,Steve Green,1976,1979,F,6-7,220,"October 4, 1953",Indiana
greenta01,Taurean Green,2008,2008,G,6-0,177,"November 28, 1986",Florida
greento01,Tommie Green,1979,1979,G,6-2,185,"April 8, 1956",Southern University and A&M College
greenwi01,Willie Green,2004,2015,G,6-4,200,"July 28, 1981",Detroit Mercy
greendo01,Donté Greene,2009,2012,F,6-11,226,"February 21, 1988",Syracuse
greenor01,Orien Greene,2006,2011,G,6-4,208,"February 4, 1982","Florida, LA-Lafayette"
greenje01,Jerry Greenspan,1964,1965,F,6-5,195,"November 22, 1941",Maryland
greenda01,Dave Greenwood,1980,1991,F-C,6-9,222,"May 27, 1957",UCLA
greerha01,Hal Greer*,1959,1973,G-F,6-2,175,"June 26, 1936",Marshall
greerly01,Lynn Greer,2007,2007,G,6-2,175,"October 23, 1979",Temple
gregoga01,Gary Gregor,1969,1974,F-C,6-7,225,"August 13, 1945",South Carolina
gregocl01,Claude Gregory,1986,1988,F,6-8,205,"December 26, 1958",Wisconsin
greigjo01,John Greig,1983,1983,F,6-7,215,"April 28, 1961",Oregon
grekino01,Norm Grekin,1954,1954,F,6-5,180,"June 22, 1930",La Salle
greveke01,Kevin Grevey,1976,1985,G-F,6-5,210,"May 12, 1953",Kentucky
greyde01,Dennis Grey,1969,1970,C-F,6-8,215,"August 26, 1947",California Western Uiversity
griffad01,Adrian Griffin,2000,2008,G-F,6-5,217,"July 4, 1974",Seton Hall
griffbl01,Blake Griffin,2011,2020,F,6-9,250,"March 16, 1989",Oklahoma
griffed01,Eddie Griffin,2002,2007,F-C,6-10,220,"May 30, 1982",Seton Hall
griffgr01,Greg Griffin,1978,1978,F,6-7,190,"September 6, 1952",Idaho State University
griffpa01,Paul Griffin,1977,1983,F-C,6-9,205,"January 20, 1954",Western Michigan
griffta01,Taylor Griffin,2010,2010,F,6-7,238,"April 18, 1986",Oklahoma
griffda01,Darrell Griffith,1981,1991,G,6-4,190,"June 16, 1958",Louisville
grigsch01,Chuck Grigsby,1955,1955,G,6-5,190,"August 15, 1928",Dayton
grimmde01,Derek Grimm,1998,1998,F,6-9,230,"August 3, 1974",Missouri
grimswo01,Woody Grimshaw,1947,1947,G,6-1,185,"September 24, 1919",Brown University
groatdi01,Dick Groat,1953,1953,G,5-11,180,"November 4, 1930",Duke
grossbo01,Bob Gross,1976,1983,F-G,6-6,200,"August 3, 1953","Seattle University, Cal State Long Beach"
grossmi01,Mike Grosso,1972,1972,C,6-9,230,"September 7, 1947",Louisville
groteje01,Jerry Grote,1965,1965,G,6-4,215,"December 28, 1940",Loyola Marymount University
grozaal01,Alex Groza,1950,1951,C,6-7,218,"October 7, 1926",Kentucky
grubadi01,Dick Grubar,1970,1970,G,6-4,184,"July 26, 1947",UNC
grundan01,Anthony Grundy,2006,2006,G,6-3,180,"April 15, 1979",NC State
grunfer01,Ernie Grunfeld,1978,1986,G-F,6-6,210,"April 24, 1955",Tennessee
guarige01,Gene Guarilia,1960,1963,F,6-5,220,"September 13, 1937",George Washington
gudmupe01,Pétur Guðmundsson,1982,1989,C,7-2,260,"October 30, 1958",Washington
gudurma01,Marko Guduric,2020,2020,G,6-6,201,"March 8, 1995",
gueriri01,Richie Guerin*,1957,1970,G,6-4,195,"May 29, 1932",Iona College
guglito01,Tom Gugliotta,1993,2005,F,6-10,240,"December 19, 1969",NC State
guibean01,Andrés Guibert,1994,1995,F-C,6-10,225,"October 28, 1968",
guidija01,Jay Guidinger,1993,1994,C,6-10,255,"August 18, 1969",University of Minnesota Duluth
gunthco01,Coulby Gunther,1947,1949,F,6-4,190,"February 5, 1923",Boston College
gunthda01,Dave Gunther,1963,1963,F,6-7,190,"July 22, 1937",Iowa
guokaal01,Al Guokas,1950,1950,F-G,6-5,200,"August 7, 1925",Saint Joseph's
guokama01,Matt Guokas,1947,1947,F,6-3,195,"November 11, 1915",Saint Joseph's
guokama02,Matt Guokas,1967,1976,G-F,6-5,175,"February 25, 1944",Saint Joseph's
gutiejo01,Jorge Gutiérrez,2014,2016,G,6-3,191,"December 27, 1988",California
guyky01,Kyle Guy,2020,2020,G,6-1,170,"August 11, 1997",Virginia
guytoaj01,A.J. Guyton,2001,2003,G,6-1,180,"February 12, 1978",Indiana
hachiru01,Rui Hachimura,2020,2020,F,6-8,230,"February 8, 1998",Gonzaga
